,stem_review,polarity_score,sentiment
364,keluarga pilih pasang paslon pimpin amin,3,positif
365,pilih pragibsetelah kali kalah nyalon mulu nih,-5,negatif
366,pilpres all amin,0,netral
367,daerah semarang all dukung anies baswedan muhaimin amin,4,positif
368,pasang anies cak imin the next presiden ri,5,positif
369,gemoy doang sih asli suka marahmarah pragib kali pilpres kalah mulu,1,positif
370,amin amin ragu harap rakyat cermin bangsa,0,netral
371,jenius anies papar debat cermin indonesia amin,3,positif
372,anies baswedan the next president for indonesia amin,-2,negatif
373,serta keluarga dukung anies basweda presiden ri amin,10,positif
374,pasang aniesimin harmonis lengkap cermin bangsa pasang ideal,15,positif
375,anies prestasi gubernur jakarta ekspos media,-4,negatif
376,tonton debat capres program kerja pragib takut nya gagal wujud visimisi habishabisan anis ganjar,-2,negatif
377,pilih pragib kali kalah nyalon,-6,negatif
378,jecurangan terukang rakyat ribut disintegrasi keanan kendali curang milu sydah berjakan,-5,negatif
379,prabowo legowo ajabiarlah orang nyapreskasihan kalo rakyat pilih,-2,negatif
380,tonton debat nilai amin kualitas pragib anggap debat,11,positif
381,calon nomer urut kali capres menang,-1,negatif
382,pragib kali nyalon yakinapalagi tonton inihidup anies baswedan,-4,negatif
383,dukung pas gagal kali maaf ya no,6,positif
384,optimis anisbiarkan allah swt tentu,2,positif
385,moga anies presiden indonesia prabowo gibra maaf pilih,1,positif
386,prabowo layak wakil sangatsangat mumpuni bidang negara prabowo kali kalah prabowo menang,-7,negatif
387,anis dialog,-2,negatif
388,ktp sakti angin berktpbrbrcapres rt kosong capres rt kosong debat perdana quotmarbadaquot polusi udara jakartabrbrcapres rt kosong polusi udara sebab angin penjuru angin tetap angin berktp main ngelesnya brbrcapres rt kosong kesiap dengar capres rt kosong ngeles yasusah salah angin perintah quothalaahcapres kosong kadangkadang telmi lelet paksebaiknya perintah dki angin ada ktpnya polusi udara gampang dikontrolquot brbrdi orang quotmarbadaquot angin ganjar pranowo susun gagas program ktp sakti terap ganjar terpilihbrbrganjarmahfud gagas ktp sakti integrasi bijak perintah warga masyarakat bidang sosial sehat didik tenaga kerja dlsbbrbrnomor duduk tera ktp elektronik pakai integrasi intervensi bijak perintah warga masyarakat,-27,negatif
389,pilih prabowo gibrankarena prabowo kali kalah,-6,negatif
390,pohon tebang kalimantan food estet kmna ya uang mana ya,4,positif
391,masyarakat pilih paslon prabowo gibran kali kalah nyalon,-6,negatif
392,amin,0,netral
393,wkwkwkwkk,0,netral
394,jenius anies cermin indonesia amin,3,positif
395,anies gubernur dki jadi jakarta kota eropa etos kerja ragu,-3,negatif
396,semangat pimpin indonesia moga manfaat maju kembang,12,positif
397,tepuk tangan komentar gambar betapa harga pasang amin hati rakyat pintar cerdas heran masyarakat dukung penuh,16,positif
398,pilih pragib kali kalah nyalon,-6,negatif
399,program kerja pasang amin bagus banget moga laksana,6,positif
400,dukung prabowo prabowo kali kalah nyalon,0,netral
401,tiga anies ikut atur,-3,negatif
402,debat pilpres masyarakat pintar nilai duduk pragib alih pasang amin,12,positif
403,definisi pilih anies tonton debat pilpres dukung pragib alih amin,4,positif
404,tonton debat pilih pragibmasa iya kali kalah nyalon,-7,negatif
405,kalo dukung menangbrjika anis menang depan kerja nyata retorikabrjika prabowo menang ku anis angkat jubir anis cakap bicarabapak tau jalannyabrklo ganjar menang terus fisi misi waris hemat anggar belanja negara tau atur rubah biaya pleno,4,positif
406,kpu sikap mana acara debat pilpres sesi doa ganti hening cipta kpu parah takut doa amin kpu oh kpu takut kuat rakyat,-7,negatif
407,takut negara bawa arah tindas orde pilih pasang nomor,-8,negatif
408,orang lapang vs orang back office tau ehhee,-1,negatif
409,gagah banget anies cak imin mantap,10,positif
410,kerja pandai prabowo gibran,2,positif
411,prabowo dukung tiga kali maaf pikir kalah kali masyarakat,-2,negatif
412,sih pilih pragib x gagal brti salah dalam,-7,negatif
413,kali dukung prabowo maaf pikir kali kalah masyarakat pimpin indonesia,-2,negatif
414,paslon kalah kali baik debat kali nih,1,positif
415,anis kerja kalo bicara unggul bukti nyata,1,positif
416,tonton debat tahu prabowo gibran menang pilpres prabowo ambisi pilih wakil gibran kalo muda contoh raffi ahmad,-2,negatif
417,pilih pragib kali kalah nyalon,-6,negatif
418,pria pandai rangkai katakata ketemu pria pandai rangkai just info anies dosen teori pandai rangkai janji manis tau hasil kerja coba warga jakarta ya angin prabowo praktek lapang langsung beliau bela indonesia nyata kalo ganjar coba wd apa pilih salah pilih ya guyss,-1,negatif
419,pilih prabowo ganjar mantap kuasa lapang paham masalah masalah,3,positif
420,cipta suasa tertib damai aman santai,4,positif
421,kali nyalon ragu pragib putan kali menang hehehe,-4,negatif
422,kali nyalon kalah nyalon ragu,-7,negatif
423,kasih kursi podium sih capresnya wagu banget asa kayak murid panggil guru bk skors,6,positif
424,lo komen apa amin baik survey litbang kompor jenis nomor roket maju putar,-5,negatif
425,deh x nyalon pesimis aja rakyat deh bosen kecuali bukti track record prestasi,-6,negatif
426,prabowo orngny sat set anis pintar omong mikir taa usung nglawan yaaa,-5,negatif
427,prabowo kali kalah pilpres kali menang,-5,negatif
428,dear admin channel kpu ribrmohon ijin video nya bahan berita link video cantum deksripsi terima kasih,2,positif
429,debat salah pilih kualitas calon presiden wakil presiden pilih,5,positif
430,prabowo undah nyalon kalah,-4,negatif
431,mending istrirahat prabowo x kalah cawapres x kalah capres mending urus bisnis,-7,negatif
432,lawan anies prabowo ganjar kpu,-1,negatif
433,kali maju gagal presiden tonton debat kemarin ragu prabowo,-5,negatif
434,mantap pilih aminbrsemoga menangbrpaslon,3,positif
435,pilih ganjar tonton debat kali ganjar pranowo ri,1,positif
436,pragib gagal kali gagal hehehehe,-8,negatif
437,kawal ya gaes kpu netral video share februari,3,positif
438,probowo,0,netral
439,x nyalon kalah kayak nih pragib,-7,negatif
440,pilih pragib x gagal nyalon,-6,negatif
441,amin pasang pas dua cocok presiden amp wakil presiden lengkap,11,positif
442,khawatir indonesia pimpin pragib pilih amin,-6,negatif
443,debat pilih amin pilih pragib,-1,negatif
444,pilih pragib kali kalah nyalon,-6,negatif
445,tonton sih dukung pasang pragib kalah kali milu,0,netral
446,pragib x kalah nyalon bikin,-4,negatif
447,bismillah mantap pilih amin presiden wakil presiden moga allah lancar jalan beliau aamiin,23,positif
448,tonton debat capres episode kagum ganjar cerdas akuratt masuk logika bawa tenang sopandan etika walopun capres antem ganjar santai tengah utkjaga sahabat indonesiasalam jari,0,netral
449,moga allah baik indonesia pilih no amiin,6,positif
450,amin,0,netral
451,nonton pilih kali kalah nyalon,-6,negatif
452,pil pragib kali kalah nyalon kali pilih ya moga pimpin baik presiden,4,positif
453,aduh ragu pilih prabowo kali nyalon bagus melipir pasang aja pintar kuasa,-1,negatif
454,pilih pranowogibran debat capres kali kalah nyalon,-3,negatif
455,paslon angkat isu hangat masyarakat menjadikanpasangan amin hati rakyat,3,positif
456,moga anies cak imin the next president and vice,-1,negatif
457,prabowo x gagal nyapres beliau layak pilih pendapatpendapat beliau debat revisi,-5,negatif
458,tonton debat kemarin nih pilih pragib x nyalon kalah,-7,negatif
459,ya kali nyalon kalah nih pilih,-2,negatif
460,dukung pragib x gagal nyalon,0,netral
461,gagal kali konsep visi misi ragu pilih pragib,-7,negatif
462,a href deh examplenya,0,netral
463,kali nyalon gagal ngotot wae brgk gagas bagus capres prabowo malu,-12,negatif
464,bobot banget prabowo pensiun branies maju,-5,negatif
465,pintar toeri praktek nya susah biasa takut tipu omong manis tiati maniss diawall ya no,-5,negatif
466,daerah wilayah provinsi jawa rembang brebes kudus tumenggung petan kartu tani petan sulit pupuk subsidi,4,positif
467,bparanormal activityb and barchaeology activitybbrbrbrbrtugas presiden brbmencari temu koordinat letak kuburanb korban culi brbrbrbganjar pranowob,1,positif
468,capres kalah mbah mijan roy kiyoshi ganjar pranowo ganjar pranowo presiden rincian tugas quotmencari temu koordinat letak kuburanquot korban culi,0,netral
469,insyaallah no presiden aniesmuhaimin,5,positif
470,awas agung kanntr pas pilih bikin kecewa,2,positif
471,kalo sekolah branies anak pintar sok banget kalo omong kayak doang pintar guru lawan ajak debatbrbrprabowo anak pintar nilai lumayan bagus jarang ajar santuy suka berisik joget kelasbrbrganjar anak pintar suka organ pilih teman guru ajak ngopi bareng,-2,negatif
472,rakyat cerdas rakyat indonesia amp pilih ca pres usung partai sarang korupsi,-6,negatif
473,cocok nya sales mah,1,positif
474,calon penghianat negara,0,netral
475,terima kasih kpu menyelengarakan debat saksi debat milik pilih baik anies kompeten pikir kritis lancar nya bicara ilmu alam anies milik ilmu pimpin alam pimpin gubernur harap presiden anies presiden bangsa butuh pimpin cerdas cekat juang anies moga menang amin,17,positif
476,ganjar mahfud baik,4,positif
477,sumpah allah dukung capres tonton alih anies baswedan,5,positif
478,anies presiden ri amin,3,positif
479,komentar dukung anies ayo menang kalo prabowo menag yakin keluarga jokowi menteri negara lawak,11,positif
480,anies jawab bagus cerdasbrbrtapi cerdas salah ciri bohong lihat janji gubernur anies bohong ulung,-15,negatif
481,pragib kayak nggsk koreksi,-3,negatif
482,ya allah menang anies,8,positif
483,nyalon kalah beres,-4,negatif
484,anies saji visi misi kuat kuasa materi debat indonesia milik presiden bagus anies baswedan pilih prabowo milu insyaallah pilih anies baswedan presiden republik indonesia,14,positif
485,sih prabowo gibran kali nyalon muda pengalamanya,-2,negatif
486,amin pasang ideal capres cawapres,7,positif
487,pilih amin,-2,negatif
488,pintar amin papar jelas bobot,-8,negatif
489,all amin bagus depan rakyat maju moga presiden,2,positif
490,anak muda pilih amin presiden wakil presiden,-1,negatif
491,program kerja amin bagus konpehensif depan penting rakyat berantas korupsi,-5,negatif
492,ragu pilih pragib kuasa biar rakyat tau patut pilih,-13,negatif
493,alhamdulillah debat hangat moga pilih pimpin amanah pilih pragib kali kalah nyalon,7,positif
494,ragu banget paslon nomer kalah kali,-6,negatif
495,pasang amin mata rakyat pasang calon presiden wakil presiden lindung ayom rakyat dengar aspirasi rakyat,18,positif
496,pasang amin the next presiden,5,positif
497,ragu pilih nomer,-5,negatif
498,amin cermin pimpin,3,positif
499,doa baik pasang amin moga menang pilpres,6,positif
500,cirebon dukung pasang amin,8,positif
501,kpu pantau rakyat yeee awas jujur dosa,2,positif
502,keluarga pilih pasang amin,3,positif
503,pasang amin pasang capres cawapres lengkap,7,positif
504,pidato nya anis bagus bijak depan rakyat lanjut anis,-6,negatif
505,moderator tt nya gede banget,-4,negatif
506,bismillah moga pasang amin menang pilp,8,positif
507,fisik anies semangat sahaja gubernur jakarta,5,positif
508,aneh menang lucu,0,netral
509,mubadzir bruhbrudah orang bikin parpol anggota parpol omong politik cari karir jabat politik jenis puluh juta kontra produktifbrsatu ilmuwan manfaat juta politisibrlihat habibie,-6,negatif
510,ikn anisbrsoal ikn prabowo ganjar satu,4,positif
511,bpendukung amin like dukung pragib komenb pilih bener kena omnibus law jilid menang kalianbrindonesia emas pimpin orang cerdas indonesia merana pimpin mafia,-14,negatif
512,anak muda indonesia dukung anis maju semangat,2,positif
513,pilih kali nyalonin capres,-2,negatif
514,terima kasih metrowin freebetnyaa,3,positif
515,metrowin jossss pokok ngasihh freebet,0,netral
516,langsung gas brooo metrowin freebet,-1,negatif
517,gas metrowin freebet broooo lumayannn,-4,negatif
518,lumayan freebet metrowin,-1,negatif
519,terima kasih bos metrowin bagi freebet,4,positif
520,cakepppp banget kasih freebet metrowin,2,positif
521,track record kali kalah kalah moga tahun anies,-7,negatif
522,pilih pragib lihat paling anies aja goo amin,2,positif
523,prabowo gibran hmmm ya pikir pikir kali ya brmenurut,6,positif
524,anies layak presiden,1,positif
525,debat anis ganjar anis lgi keluarga pilih anis presiden baik,9,positif
526,pilih capresnya mudah mudah narasi ucap teral mere jalan indonesia rakyat rakyat adil makmur sejahtera pikir panting indipidual penting,1,positif
527,pilih pasang pragib satu nyalon kali kali lolos,0,netral
528,insyaallah anies presiden jujur,8,positif
529,tonton debat capres ragu pilih pasang alih amin,-2,negatif
530,mantap debat anis bawa tenang emosi lawan debat,9,positif
531,ragu pilih pragib orangny a cepat emosi bangsa nih,-6,negatif
532,ganjar oke kalem sederhana,4,positif
533,nama capres capres ngedebat capres semangat prabowooooo,3,positif
534,debat capres palsu nama debat sanggah jatuh ide gagas baik kayak interview kpu,3,positif
535,pesta demokrasi laksana proses dampak negara wajah indonesia dunia internasiomal ayo kembali akal sehat anies rasyid baswedan indonesia cinta brbrkpu netral adil jujur transparan perkara tentu bangsa,10,positif
536,sih cocok paslon vs paslon bawa emosi,-2,negatif
537,prabowo kali nyapres gagal bukti,-7,negatif
538,pragrib ragu kali kalah,-7,negatif
539,debat tampak karakter asli prabowo ragu pilih prabowo gibran,-2,negatif
540,anieeeeessssss the bestttrttttttt,0,netral
541,public speaking nya capres bagus respect anies ganjar prabowo semangat debat,6,positif
542,bismillah anis presiden indonesia,7,positif
543,maaf performa prabowo maksimal debat kali paslon asih gagas beliau cenderung tuju paslon kayak debat,4,positif
544,lihat aniskita sekolah lagidan ajar,4,positif
545,pilih anistelah selamat indonesia tidak adil,-1,negatif
546,sih pakai emosi ngomong,-1,negatif
547,salah prabowo senggol paslon nol prestasi wkwkwk,-4,negatif
548,ragu pasang prabowo gibran bikin ragu mas gibran nya alam nya,-1,negatif
549,wakanda no more indonesia forever,0,netral
550,x kalah nyalon performa capres kali turun banding periode,-6,negatif
551,paslon no yakin bangun negeri jatuh lawan opini murahanyg mesti tarung gagas lemah lawan politik takut tau tau calonbrbra href,-22,negatif
552,debat kali ragu sih pilih pragib performa prabowo,-2,negatif
553,doa baik paslon moga sukses pilih pimpin amin,4,positif
554,amin pasang ideal,7,positif
555,pilih amin,-2,negatif
556,pragib menang salon kali inihmmm,-1,negatif
557,pasang amin cerdas,4,positif
558,gagas prabowo jelas cenderung kes sepele prabowo gibran,-1,negatif
559,all amin,0,netral
560,pilih pabowo gibran bukti kali nyapres kalah bukti tida komitmen rakyat,-12,negatif
561,hilang pilih muncul ragu kredibilitas prabowo timbang ubah ajar alam evaluasi bijak visi gibran timbang alam komitmen bantu atas ragu putus,-17,negatif
