komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment
tidak ada keraguan sedikitpun di hati all ini for amin di 2024 nanti,"['ragu', 'sedikit', 'hati', 'all', 'for', 'amin', '2024']",-7,negatif,-1,Positif
para anak milineal generasi saja dan anakanak muda indonesia pasti dengan senang hati memilih pak anies untuk jadi presiden nanti,"['anak', 'milineal', 'generasi', 'anakanak', 'muda', 'indonesia', 'senang', 'hati', 'pilih', 'anies', 'presiden']",-6,negatif,-1,Negatif
program kerja pasangan amin ini pasti akan sangat di dukung rakyat indonesia karena sesuai dengan visi dan misi mereka yaitu perubahan indonesia,"['program', 'kerja', 'pasang', 'amin', 'dukung', 'rakyat', 'indonesia', 'sesuai', 'visi', 'misi', 'ubah', 'indonesia']",15,positif,1,Positif
hasil debat yang postif untuk pasangan amin ini pasti banyak rakyat yang dengan senang hati memilih amin untuk menjadi presiden dan wakil presiden nanti amin di hati rakyat indonesia,"['hasil', 'debat', 'postif', 'pasang', 'amin', 'rakyat', 'senang', 'hati', 'pilih', 'amin', 'presiden', 'wakil', 'presiden', 'amin', 'hati', 'rakyat', 'indonesia']",15,positif,1,Positif
seluruh rakyat indonesia pasti sangat yakin untuk memilih amin sebagai next presiden dan wakil presiden republik indonesia nanti,"['rakyat', 'indonesia', 'pilih', 'amin', 'next', 'presiden', 'wakil', 'presiden', 'republik', 'indonesia']",2,positif,1,Positif
kalau dilihat dari debat ini pasangan amin sudah sangat mencerminkan pimpinan yang cocok untuk indonesia di masa depan,"['debat', 'pasang', 'amin', 'cermin', 'pimpin', 'cocok', 'indonesia']",11,positif,1,Positif
semoga pasangan amin bisa terpilih di pemilu nanti dan bisa membawa perubahan untuk negeri kita tercinta kita ini amin,"['moga', 'pasang', 'amin', 'pilih', 'milu', 'bawa', 'ubah', 'negeri', 'cinta', 'amin']",3,positif,1,Positif
sudah menjadi keputusan bersama bahwa seluruh keluarga besar siap memilih pak anies untuk menjadi presiden di 2024 nanti hidup pak anies,"['putus', 'keluarga', 'pilih', 'anies', 'presiden', '2024', 'hidup', 'anies']",-2,negatif,-1,Positif
pasangan amin memiliki tempat istimewa di hati rakyat dukungan yang diberikan mencerminkan keyakinan akan kemampuan dan komitmen mereka untuk mewakili kepentingan masyarakat semoga perjalanan mereka dihati rakyat membawa kesuksesan untuk indonesia,"['pasang', 'amin', 'milik', 'istimewa', 'hati', 'rakyat', 'dukung', 'cermin', 'yakin', 'mampu', 'komitmen', 'wakil', 'penting', 'masyarakat', 'moga', 'jalan', 'hati', 'rakyat', 'bawa', 'sukses', 'indonesia']",14,positif,1,Positif
pasangan amin adalah harapan sebagai presiden selanjutnya mereka menunjukkan potensi dan visi yang kuat untuk membawa perubahan positif bagi indonesia dukungan penuh untuk amin sebagai calon presiden berikutnya,"['pasang', 'amin', 'harap', 'presiden', 'potensi', 'visi', 'kuat', 'bawa', 'ubah', 'positif', 'indonesia', 'dukung', 'penuh', 'amin', 'calon', 'presiden']",20,positif,1,Positif
menurut saya amin adalah cerminan pemimpin masa depan yang membumi dan berintegritas saya yakin sebagai pemimpin mereka akan memberikan kontribusi besar untuk kemajuan indonesia,"['amin', 'cermin', 'pimpin', 'bumi', 'integritas', 'pimpin', 'kontribusi', 'maju', 'indonesia']",3,positif,1,Positif
semoga pasangan amin selalu diberikan keberkahan dan kekuatan dalam setiap langkah perjuangannya doa terbaik agar visi dan misi mereka untuk indonesia dapat terwujud dengan sukses amin,"['moga', 'pasang', 'amin', 'berkah', 'kuat', 'langkah', 'juang', 'doa', 'baik', 'visi', 'misi', 'indonesia', 'wujud', 'sukses', 'amin']",21,positif,1,Positif
saya dari jateng siap all ini untuk mendukung pasangan amin di pilpres 2024 optimis mereka adalah pilihan terbaik untuk masa depan indonesia,"['jateng', 'all', 'dukung', 'pasang', 'amin', 'pilpres', '2024', 'optimis', 'pilih', 'baik', 'indonesia']",8,positif,1,Positif
keluarga besar kami sudah siap pilih pasangan amin yakin mereka yang terbaik untuk indonesia semangat,"['keluarga', 'pilih', 'pasang', 'amin', 'baik', 'indonesia', 'semangat']",8,positif,1,Positif
keluarga besar kami sudah siap mendukung pasangan amin mereka punya dukungan penuh dari kami karena kami yakin mereka dapat membawa perubahan positif untuk indonesia semoga sukses,"['keluarga', 'dukung', 'pasang', 'amin', 'dukung', 'penuh', 'bawa', 'ubah', 'positif', 'indonesia', 'moga', 'sukses']",19,positif,1,Positif
pasangan amin itu pasangan yang serasi banget mereka saling melengkapi sebagai capres dan cawapres dengan kemampuan dan ide yang cocok saya yakin mereka bisa bikin perubahan bagus buat indonesia keren abis,"['pasang', 'amin', 'pasang', 'serasi', 'banget', 'lengkap', 'capres', 'cawapres', 'mampu', 'ide', 'cocok', 'bikin', 'ubah', 'bagus', 'indonesia', 'keren', 'abis']",4,positif,1,Positif
pasangan amin punya ide bagus untuk masa depan mereka ingin bawa kemajuan dan kebahagiaan untuk kita semua saya dukung mereka sepenuhnya,"['pasang', 'amin', 'ide', 'bagus', 'bawa', 'maju', 'bahagia', 'dukung', 'sepenuh']",7,positif,1,Positif
ya semoga bukan hanya visi misi tertulis tapi visi misi yang terlaksana enggak cuma banyak tujuan tanpa jalan,"['ya', 'moga', 'visi', 'misi', 'tulis', 'visi', 'misi', 'laksana', 'tuju', 'jalan']",8,positif,1,Positif
pak anies punya kepemilikan keren waktu jadi gubernur jakarta gaya berpakaiannya selalu profesional dan memberi kesan positif top deh,"['anies', 'milik', 'keren', 'gubernur', 'jakarta', 'gaya', 'pakai', 'profesional', 'kesan', 'positif', 'top', 'deh']",10,positif,1,Positif
banyak masyarakat yang ragu pada kpu ayo semngt tunjukkan yang terbaik amanah prubhan,"['masyarakat', 'ragu', 'kpu', 'ayo', 'semngt', 'tunjuk', 'baik', 'amanah', 'prubhan']",8,positif,1,Positif
kpu di isi orang baik pasti amanah dan insyllah bpk anis b menang satu putaran,"['kpu', 'isi', 'orang', 'amanah', 'insyllah', 'bpk', 'anis', 'b', 'menang', 'putar']",1,positif,1,Positif
anies baswedan memancarkan karisma dan penampilan yang memukau selama menjabat sebagai gubernur jakarta ketenangan dan kepercayaan dirinya menciptakan atmosfer positif penampilan yang memikat ini memberikan daya tarik tambahan pada kepemimpinannya,"['anies', 'baswedan', 'pancar', 'karisma', 'tampil', 'pukau', 'jabat', 'gubernur', 'jakarta', 'tenang', 'percaya', 'cipta', 'atmosfer', 'positif', 'tampil', 'mikat', 'daya', 'tarik', 'tambah', 'pimpin']",11,positif,1,Positif
program kerja amin sangat memukau rencananya terfokus dan sepertinya akan memberikan dampak positif yang besar semoga sukses dalam implementasinya,"['program', 'kerja', 'amin', 'pukau', 'rencana', 'fokus', 'dampak', 'positif', 'moga', 'sukses', 'implementasi']",3,positif,1,Positif
amin luar biasa dalam menjelaskan kecerdasan mereka memberikan pencerahan yang kuat semoga terus membawa penjelasan yang menginspirasi dan membawa perubahan positif,"['amin', 'cerdas', 'cerah', 'kuat', 'moga', 'bawa', 'jelas', 'inspirasi', 'bawa', 'ubah', 'positif']",-5,negatif,-1,Positif
nah kalo lihat visi misi dari paslon norut nomer satu memang mantap dan jelas rasional mudahmudahan semoga insya allah dialah yang menjadi bpk presiden ri2024 one round persen,"['kalo', 'lihat', 'visi', 'misi', 'paslon', 'norut', 'nomer', 'mantap', 'rasional', 'mudahmudahan', 'moga', 'insya', 'allah', 'bpk', 'presiden', 'ri2024', 'one', 'round', 'persen']",21,positif,1,Positif
proker pasangan amin ini sangat bagus saya yakin dengan proker yang dibawakan oleh pasangan amin mampu memajukan negara ini,"['proker', 'pasang', 'amin', 'bagus', 'proker', 'bawa', 'pasang', 'amin', 'maju', 'negara']",4,positif,1,Positif
amin sudah ada di hati rakyat indonesia dengan debat ini kita makin yakin pilih amin,"['amin', 'hati', 'rakyat', 'indonesia', 'debat', 'pilih', 'amin']",1,positif,1,Positif
pak anies the next presiden indonesia 2024 maju terus amin,"['anies', 'the', 'next', 'presiden', 'indonesia', '2024', 'maju', 'amin']",1,positif,1,Positif
luar biasa ini amin memang sosok pimpinan masa depan negara kita,"['amin', 'sosok', 'pimpin', 'negara']",0,netral,0,Positif
pada dibayar berapa sih buzzer nya anis awowkwk mengakak mana banyak banget,"['bayar', 'sih', 'buzzer', 'nya', 'anis', 'awowkwk', 'akak', 'banget']",-1,negatif,-1,Negatif
lanjutan,['lanjut'],-3,negatif,-1,Negatif
gagasan program dan visi misi amin sangat bagus pasangan yang bisa melengkapi satu sama lain mari dukung amin di 2024 untuk indonesia maju,"['gagas', 'program', 'visi', 'misi', 'amin', 'bagus', 'pasang', 'lengkap', 'mari', 'dukung', 'amin', '2024', 'indonesia', 'maju']",10,positif,1,Positif
info nama lagunya,"['info', 'nama', 'lagu']",-1,negatif,-1,Negatif
demak hadir dan siap memenangkan pasangan calon presiden dan calon wakil presiden amin,"['demak', 'hadir', 'menang', 'pasang', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'amin']",8,positif,1,Positif
dilihat dari visi misinya keluarga besar kami siap pilih pasangan anies dan cak imin,"['visi', 'misi', 'keluarga', 'pilih', 'pasang', 'anies', 'cak', 'imin']",5,positif,1,Positif
prestasi dan dedikasi pak anies baswedan sebagai gubernur jakarta sangat membanggakan beliau telah menunjukkan kepemimpinan yang kuat dan berkomitmen untuk memajukan kesejahteraan warga jakarta keputusankeputusan strategisnya seperti dalam pembangunan infrastruktur dan peningkatan kualitas pendidikan telah memberikan dampak positif yang nyata bagi masyarakat semangat untuk terus bekerja keras demi kemajuan jakarta adalah inspiratif dan kami berharap keberhasilan ini terus berlanjut di masa depan,"['prestasi', 'dedikasi', 'anies', 'baswedan', 'gubernur', 'jakarta', 'bangga', 'beliau', 'pimpin', 'kuat', 'komitmen', 'maju', 'sejahtera', 'warga', 'jakarta', 'keputusankeputusan', 'strategis', 'bangun', 'infrastruktur', 'tingkat', 'kualitas', 'didik', 'dampak', 'positif', 'nyata', 'masyarakat', 'semangat', 'keras', 'maju', 'jakarta', 'inspiratif', 'harap', 'hasil', 'lanjut']",13,positif,1,Positif
enggak sabar menunggu debat2 selanjutnya seru sekali tapi tetap lah keluarga besar pilih amin jadi ri 1,"['sabar', 'tunggu', 'debat2', 'seru', 'keluarga', 'pilih', 'amin', 'ri', '1']",3,positif,1,Positif
sekeluarga siap memilih pak anies,"['keluarga', 'pilih', 'anies']",-1,negatif,-1,Positif
all ini amin1,"['all', 'amin1']",0,netral,0,Netral
cuma meminta ya allah semoga kpu jujur adil transparan,"['ya', 'allah', 'moga', 'kpu', 'jujur', 'adil', 'transparan']",17,positif,1,Positif
pak anies adalah orang yang cerdas dan bijaksana semoga kepilih ya pak anies bisa menjadi perubahan untuk indonesia,"['anies', 'orang', 'cerdas', 'bijaksana', 'moga', 'pilih', 'ya', 'anies', 'ubah', 'indonesia']",0,netral,0,Positif
keinginan calon presiden 2024 mantap yang perlu di bahas oknum yang berkepentingan di bawah yang harus di perhatikan brkarna masih banyak tidak sampai ke masyarakat semoga paham apa yang saya maksus,"['calon', 'presiden', '2024', 'mantap', 'bahas', 'oknum', 'ting', 'perhati', 'brkarna', 'masyarakat', 'moga', 'paham', 'maksus']",11,positif,1,Positif
bapak anies baswedan ri 1 aamiin,"['anies', 'baswedan', 'ri', '1', 'aamiin']",2,positif,1,Positif
mohon maaf pak aniesbrsaya kurang setuju kalau angin membawa polusi pergi ke setiap provinsi masalahnya saya selama di jawa tidak pernah melihat kota saya berpolusi jadi ya tau lah ya,"['mohon', 'maaf', 'aniesbrsaya', 'tuju', 'angin', 'bawa', 'polusi', 'pergi', 'provinsi', 'jawa', 'kota', 'polusi', 'ya', 'tau', 'ya']",-11,negatif,-1,Negatif
semoga amin menjadi presiden yang amanah dan menjadi sosok pemimpin yang berjaya,"['moga', 'amin', 'presiden', 'amanah', 'sosok', 'pimpin', 'jaya']",13,positif,1,Positif
kami satu keluarga besar sudah bertekad buat memilih paslon 01 amin,"['keluarga', 'tekad', 'pilih', 'paslon', '01', 'amin']",0,netral,0,Positif
kami sebagai anak muda untuk memilih amin karena amin menunjukkan ketertarikan mereka terhadap visi yang progresif dan perubahan positif,"['anak', 'muda', 'pilih', 'amin', 'amin', 'tari', 'visi', 'progresif', 'ubah', 'positif']",0,netral,0,Positif
anies aniesbr,"['anies', 'aniesbr']",0,netral,0,Netral
kapan lagi punya pemimpin yang saling melengkapi yang satunya cerdas kalem yang satunya lagi pintar homuris lagi maju terus pak amin,"['pimpin', 'lengkap', 'satu', 'cerdas', 'kalem', 'satu', 'pintar', 'homuris', 'maju', 'amin']",5,positif,1,Positif
pak anies pemimpin yang di idam idamkan sudah cerdas intelek agamis lagi semangat pak anies,"['anies', 'pimpin', 'idam', 'idam', 'cerdas', 'intelek', 'agam', 'semangat', 'anies']",10,positif,1,Positif
ada moment prabowo dan ganjar cuma berjabat tangan biasa prabowo dan anies pun juga begitu entah saya melihat prabowo ini seperti belum siaptertekanbrbrsementara ganjar dan anies saling peluk hangat n cipika cipiki sepertinya capres ganjar dan anies lah yang menguasai panggung debat kali ini ganjar cukup oke tapi jujur anies lebih dominan unggul sementara prabowo terlalu sensitifemosional,"['moment', 'prabowo', 'ganjar', 'jabat', 'tangan', 'prabowo', 'anies', 'prabowo', 'siaptertekanbrbrsementara', 'ganjar', 'anies', 'peluk', 'hangat', 'n', 'cipika', 'cipiki', 'capres', 'ganjar', 'anies', 'kuasa', 'panggung', 'debat', 'kali', 'ganjar', 'oke', 'jujur', 'anies', 'dominan', 'unggul', 'prabowo', 'sensitifemosional']",16,positif,1,Positif
1 anies pemimpinbr2 prabowo komentatorbr3 ganjar motivator,"['1', 'anies', 'pemimpinbr2', 'prabowo', 'komentatorbr3', 'ganjar', 'motivator']",2,positif,1,Positif
fungsi panelis nya cuma ngundi doang ya bukan menggali pertanyaan,"['fungsi', 'panelis', 'nya', 'ngundi', 'doang', 'ya', 'gali']",4,positif,1,Positif
kpu usul debat calon pressiden wakil presiden bahasa internasional inggris sebrapa pintar jangan seperti yang lalu o besar malu kan,"['kpu', 'usul', 'debat', 'calon', 'pressiden', 'wakil', 'presiden', 'bahasa', 'internasional', 'inggris', 'sebrapa', 'pintar', 'o', 'malu']",-1,negatif,-1,Negatif
anis baswedan sungguh pandai memaparkan dan menjelaskan maksud dan tujuan serta visi dan misinya,"['anis', 'baswedan', 'sungguh', 'pandai', 'papar', 'maksud', 'tuju', 'visi', 'misi']",3,positif,1,Positif
kata anis baswedan sungguh mantap semoga anis baswedan bisa melaksanakan dan menjalankanvisi dan misinya,"['anis', 'baswedan', 'sungguh', 'mantap', 'moga', 'anis', 'baswedan', 'laksana', 'menjalankanvisi', 'misi']",9,positif,1,Positif
dukungan yang kuat terhadap pasangan amin sebagai calon presiden mendatang bisa diungkapkan sebagai aspirasi untuk adanya perubahan yang diharapkan,"['dukung', 'kuat', 'pasang', 'amin', 'calon', 'presiden', 'aspirasi', 'ubah', 'harap']",10,positif,1,Positif
gaya dan penampilan anis baswedan tidak berbeda jauh dari dulu hingga sekarang tetap sama seperti menjabat gubernur jakarta,"['gaya', 'tampil', 'anis', 'baswedan', 'beda', 'jabat', 'gubernur', 'jakarta']",-7,negatif,-1,Negatif
quotall ini amin adalah langkah berani dan komprehensif menyatukan berbagai aspek untuk kemajuan bersama semoga program ini berhasil mewujudkan perubahan positif yang nyata untuk kebaikan semua,"['quotall', 'amin', 'langkah', 'berani', 'komprehensif', 'satu', 'aspek', 'maju', 'moga', 'program', 'hasil', 'wujud', 'ubah', 'positif', 'nyata', 'baik']",17,positif,1,Positif
keren melihat semakin banyak anak muda yang memilih amin mereka menyadari pentingnya perubahan positif dan kepemimpinan yang inklusif semoga generasi muda terus terlibat aktif dalam membangun masa depan yang lebih baik bersama amin,"['keren', 'anak', 'muda', 'pilih', 'amin', 'sadar', 'ubah', 'positif', 'pimpin', 'inklusif', 'moga', 'generasi', 'muda', 'libat', 'aktif', 'bangun', 'amin']",-8,negatif,-1,Positif
kami sekeluarga besar siap untuk dukung dan pilih pasangan amin,"['keluarga', 'dukung', 'pilih', 'pasang', 'amin']",7,positif,1,Positif
ketika debat terlihat sekali bahwa pasangan pak anies dan cak imin ini sangat pintar dalam memaparkan penjelasan sangat cerdas dan berwibawa,"['debat', 'pasang', 'anies', 'cak', 'imin', 'pintar', 'papar', 'jelas', 'cerdas', 'wibawa']",2,positif,1,Positif
amin itu pasangan yang saling melengkapi dan sangat ideal bagi bangsa ini,"['amin', 'pasang', 'lengkap', 'ideal', 'bangsa']",6,positif,1,Positif
dengar program kerja amin makin yakin pilih amin,"['dengar', 'program', 'kerja', 'amin', 'pilih', 'amin']",2,positif,1,Positif
gilee pintar banget amin penjelasannya sangat jelas enggak kayak lawannya,"['gilee', 'pintar', 'banget', 'amin', 'jelas', 'kayak', 'lawan']",-7,negatif,-1,Negatif
all ini amin pokoknya titik,"['all', 'amin', 'pokok', 'titik']",-3,negatif,-1,Netral
anak muda pilihan amin sangat menjanjikan,"['anak', 'muda', 'pilih', 'amin', 'janji']",-7,negatif,-1,Negatif
prigram kerja amin sangat jelas amp rasional mantap,"['prigram', 'kerja', 'amin', 'amp', 'rasional', 'mantap']",7,positif,1,Positif
pasangan amin dihati rakyat,"['pasang', 'amin', 'hati', 'rakyat']",4,positif,1,Positif
amin presiden 2024 titik,"['amin', 'presiden', '2024', 'titik']",0,netral,0,Positif
semoga amin dikuatkan dalam mewujudkan hatapan rakyat amin,"['moga', 'amin', 'kuat', 'wujud', 'hatapan', 'rakyat', 'amin']",2,positif,1,Positif
karawang nih boss amin dong,"['karawang', 'nih', 'boss', 'amin']",0,netral,0,Netral
sudah demen banget sama amin keluarga besar saya siap dukung amin,"['demen', 'banget', 'amin', 'keluarga', 'dukung', 'amin']",6,positif,1,Positif
anies cerdas gus imin pinter ah saling melengkapi,"['anies', 'cerdas', 'gus', 'imin', 'pinter', 'ah', 'lengkap']",3,positif,1,Positif
prabowo panas wkwk lihat dong amin murah senyum tenang tegas lugas cerdas,"['prabowo', 'panas', 'wkwk', 'lihat', 'amin', 'murah', 'senyum', 'tenang', 'lugas', 'cerdas']",14,positif,1,Positif
amin pasangan ideal,"['amin', 'pasang', 'ideal']",7,positif,1,Positif
amin pintar memaparkan penjelasan,"['amin', 'pintar', 'papar', 'jelas']",-5,negatif,-1,Negatif
yakin pilih amin,"['pilih', 'amin']",-2,negatif,-1,Positif
the next presiden amin,"['the', 'next', 'presiden', 'amin']",1,positif,1,Positif
program kerja nyataa amin,"['program', 'kerja', 'nyataa', 'amin']",2,positif,1,Positif
amin dihati rakyat,"['amin', 'hati', 'rakyat']",0,netral,0,Positif
semakin sukses amin,"['sukses', 'amin']",3,positif,1,Positif
amin cerminan pemimpin masa depan,"['amin', 'cermin', 'pimpin']",3,positif,1,Positif
dari semarang dukung amin,"['semarang', 'dukung', 'amin']",4,positif,1,Positif
keluarga besar siap pilih amin,"['keluarga', 'pilih', 'amin']",-1,negatif,-1,Positif
